Wavelength,Ge 7µm ,Ge 7.25µm,Ge 7.5µm,Ge 7.8µm,Ge 8µm,Ge 8.28µm,Ge 8.55µm,Ge 8.75µm,Ge 9µm,Ge 9.5µm,Ge 10µm,ZnS 6.25-12.5µm,CdTe 12.5-25µm,Mesh 25-50µm,Mesh 50-100µm,Unfiltered,Perfect square filter 8.5-9.5µm (for 9µm NaCl peak),Mesh 100-200µm (Cardiff),Low pass filter?
19.76,0.02977811,0.027730362,0.026992462,0.060002551,0.017547248,0.020409892,0.009228253,0.009539352,0.011269192,0.012090012,0.001298939,2.53E-07,84.1175195,0.07974461,3.90E-05,100,0,0.11827311,
19.77,0.028932816,0.02700734,0.02643631,0.058236138,0.017168744,0.02002644,0.009027522,0.009322951,0.010996045,0.011576852,0.00133071,2.45E-07,84.0902984,0.07958715,2.89E-05,100,0,0.118390896,
19.78,0.028029529,0.026226756,0.025820071,0.056348328,0.016754191,0.019597973,0.008807748,0.00908735,0.010700985,0.011059962,0.001360009,2.37E-07,83.8732623,0.079429048,1.85E-05,100,0,0.118508682,
19.79,0.027117433,0.025434208,0.025187547,0.054439204,0.016331927,0.019157449,0.008583852,0.008848011,0.010402331,0.010558212,0.001388781,2.29E-07,83.5193828,0.079275416,1.63E-05,100,0,0.118626467,
19.8,0.026201237,0.024633909,0.024542357,0.052519149,0.015904166,0.018707376,0.008357014,0.008606118,0.01010154,0.010072329,0.00141707,2.21E-07,83.184515,0.079120728,1.46E-05,100,0,0.118744253,
19.81,0.025629563,0.024154316,0.024213221,0.051286791,0.015683642,0.018498666,0.008239024,0.008476708,0.009933468,0.009733634,0.00146463,2.16E-07,83.0093616,0.07896885,1.55E-05,100,0,0.118862039,
19.82,0.025138773,0.023748579,0.023956808,0.050212599,0.01551245,0.018346593,0.00814685,0.008374133,0.009797275,0.009437561,0.001518699,2.12E-07,83.0083403,0.078817088,1.59E-05,100,0,0.118979825,
19.83,0.024645901,0.023338602,0.023695018,0.049130848,0.015339918,0.018191544,0.008053905,0.008270955,0.009660822,0.009151546,0.00157485,2.07E-07,83.0523238,0.078672072,1.48E-05,100,0,0.119097611,
19.84,0.024146912,0.02292044,0.023423577,0.048034084,0.015163207,0.018030128,0.007958675,0.008165674,0.009522349,0.008873476,0.001632851,2.03E-07,82.9635981,0.078526549,1.55E-05,100,0,0.119215397,
19.85,0.024396608,0.023212141,0.023880809,0.048421011,0.015460235,0.018432133,0.008111956,0.008315334,0.009681214,0.008877465,0.001746744,2.05E-07,82.6536081,0.078378486,2.08E-05,100,0,0.119333183,
19.86,0.024753021,0.023606423,0.024452413,0.04901038,0.015833456,0.01892679,0.008304973,0.008505452,0.009886632,0.008923928,0.001877444,2.19E-07,82.1963265,0.078230798,2.64E-05,100,0,0.119450969,
19.87,0.025108993,0.024001446,0.025034568,0.049588898,0.016215824,0.019434424,0.008502521,0.008699852,0.010096486,0.00897348,0.002018501,2.22E-07,81.7783116,0.078082181,3.30E-05,100,0,0.119568755,
19.88,0.025460182,0.024392934,0.025622988,0.050147898,0.016604712,0.019951979,0.008703221,0.008897152,0.010309134,0.00902461,0.002170402,2.25E-07,81.5690392,0.077941794,3.53E-05,100,0,0.119686541,
19.89,0.026615865,0.025557894,0.027039815,0.052276886,0.017533413,0.021121902,0.009186472,0.00938267,0.010854697,0.00936204,0.002407233,2.36E-07,81.6568785,0.077812039,3.30E-05,100,0,0.119804326,
19.9,0.027829077,0.026782473,0.028542441,0.054499027,0.018521402,0.02236877,0.009700268,0.00989847,0.011433741,0.009718843,0.002671714,2.46E-07,81.6312356,0.077682028,3.02E-05,100,0,0.119922112,
19.91,0.029041549,0.028010643,0.030072712,0.056698867,0.019531419,0.023647996,0.010225032,0.010424528,0.012023055,0.010074869,0.00296102,2.57E-07,81.3900405,0.077549258,2.71E-05,100,0,0.120039898,
19.92,0.03025086,0.029239857,0.031628536,0.058871063,0.02056261,0.024958609,0.010760299,0.010960307,0.012622035,0.010429743,0.003277179,2.68E-07,81.0041891,0.077424585,2.89E-05,100,0,0.120157684,
19.93,0.031911684,0.030910317,0.033690314,0.061897045,0.021928132,0.026681826,0.011469843,0.011672448,0.013422321,0.010939852,0.003675067,2.83E-07,80.6697287,0.077305076,3.25E-05,100,0,0.12027547,
19.94,0.033583527,0.032596887,0.035802841,0.06491573,0.023333035,0.028460785,0.012199181,0.012403406,0.014242211,0.01145294,0.004113389,2.97E-07,80.5623046,0.077225795,3.15E-05,100,0,0.120393256,
19.95,0.035253132,0.034286479,0.037952761,0.067900545,0.024769337,0.030285963,0.01294412,0.013148806,0.01507672,0.011965105,0.004594454,3.12E-07,80.6988558,0.077164702,2.91E-05,100,0,0.120511042,
19.96,0.036915856,0.035974192,0.040135492,0.070841905,0.026234806,0.032154783,0.01370339,0.013907368,0.015924374,0.012475393,0.005121685,3.27E-07,80.9088893,0.077125866,1.69E-05,100,0,0.120628828,
19.97,0.038432109,0.037523412,0.042198055,0.073472481,0.027629986,0.033945225,0.014425088,0.014626356,0.016724924,0.012937395,0.005678763,3.41E-07,80.9458014,0.077090968,3.81E-06,100,0,0.120746614,
19.98,0.039941055,0.039069083,0.044290356,0.076059869,0.029053464,0.035777932,0.015160641,0.015357976,0.017538308,0.01339886,0.00628823,3.73E-07,80.6657741,0.077059123,6.60E-06,100,0,0.1208644,
19.99,0.04144457,0.040612689,0.046414602,0.078607351,0.030507443,0.037655771,0.015911169,0.016103301,0.018365758,0.013860915,0.006955266,3.87E-07,80.1453714,0.077026761,1.59E-05,100,0,0.120982185,
20,0.042944581,0.042155728,0.048573053,0.081118235,0.031994199,0.039581662,0.016677807,0.016863417,0.019208575,0.014324611,0.007685471,4.02E-07,79.6433619,0.076997967,1.14E-05,100,0,0.121099971,
20.01,0.043629808,0.042900003,0.049842013,0.082063587,0.032905875,0.040802167,0.01714341,0.017317928,0.019704768,0.014522101,0.008333129,4.29E-07,79.4230889,0.076968999,6.69E-06,100,0,0.121217757,
20.02,0.044310464,0.043639277,0.051125645,0.082982844,0.033836317,0.042050128,0.017618035,0.017780529,0.020209799,0.014722845,0.009035568,4.57E-07,79.5587583,0.076941915,2.16E-06,100,0,0.121335543,
20.03,0.044988757,0.044375422,0.052426108,0.083880143,0.034787449,0.043328089,0.018102641,0.018252143,0.020724805,0.014927597,0.009797803,5.07E-07,79.8723935,0.076914353,9.48E-06,100,0,0.121453329,
20.04,0.045660389,0.045104052,0.053738134,0.084747726,0.035756352,0.044632405,0.018595709,0.018731167,0.021247966,0.015135038,0.01062379,5.36E-07,80.0534414,0.076896751,8.97E-06,100,0,0.121571115,
20.05,0.045022525,0.044536119,0.053512669,0.083178934,0.035709848,0.044670701,0.018560213,0.018677107,0.021166799,0.014913621,0.011194664,5.51E-07,79.8817271,0.076879488,7.25E-06,100,0,0.121688901,
20.06,0.044375191,0.043953915,0.053263739,0.081598348,0.035652498,0.044694002,0.018518877,0.018617098,0.021079838,0.014694318,0.01179437,5.85E-07,79.3913413,0.076859831,8.54E-07,100,0,0.121806687,
20.07,0.043724981,0.043364097,0.052998542,0.080018963,0.035588945,0.044708056,0.018474177,0.018553537,0.020989884,0.014478959,0.012425445,5.98E-07,78.8521979,0.076845288,3.99E-06,100,0,0.121924473,
20.08,0.043074316,0.042769071,0.052719327,0.078445697,0.035520574,0.044714525,0.018426874,0.018487235,0.02089777,0.014267964,0.013089499,6.31E-07,78.5786238,0.076852094,6.09E-06,100,0,0.122042259,
20.09,0.041028463,0.040782559,0.050702,0.074351635,0.034281611,0.043242807,0.017772543,0.017812398,0.020119245,0.013598671,0.01333411,6.21E-07,78.6999632,0.076864493,7.20E-06,100,0,0.122160044,
20.1,0.038940388,0.038746668,0.04858435,0.070214754,0.032970529,0.041672355,0.017081518,0.017101945,0.019302484,0.012918355,0.013535645,6.09E-07,79.0613037,0.07689405,6.68E-06,100,0,0.12227783,
20.11,0.036854944,0.036706332,0.046420812,0.066117486,0.031622982,0.040047917,0.01637239,0.016374576,0.018468578,0.012241146,0.013701606,5.95E-07,79.3308451,0.076921921,6.01E-06,100,0,0.122395616,
20.12,0.034776682,0.034666596,0.044216801,0.062068617,0.030241673,0.038372739,0.015646596,0.015631849,0.017619161,0.011567854,0.013826852,5.95E-07,79.2388671,0.076941863,5.10E-06,100,0,0.122513402,
20.13,0.031794398,0.031718854,0.04080286,0.056450833,0.02802241,0.035624338,0.014488401,0.014458896,0.016286884,0.010594166,0.013516644,5.60E-07,78.7784075,0.076969592,3.21E-06,100,0,0.122631188,
20.14,0.02874747,0.028699632,0.037233619,0.050772477,0.025681155,0.032708783,0.013268683,0.013226933,0.014890352,0.009597919,0.01306417,5.21E-07,78.2197725,0.077011201,1.68E-07,100,0,0.122748974,
20.15,0.025711948,0.025685451,0.0336061,0.045169718,0.023282529,0.02970792,0.012020938,0.011969554,0.013467355,0.008603578,0.012485691,4.79E-07,77.9214843,0.077058952,2.06E-06,100,0,0.12286676,
20.16,0.022683927,0.022673169,0.02991564,0.03963607,0.020821482,0.026615145,0.010742653,0.010684443,0.012015149,0.007609036,0.011764354,4.34E-07,78.537855,0.077110974,3.44E-06,100,0,0.122984546,
20.17,0.01960528,0.019605355,0.026085289,0.034070802,0.018242265,0.023358996,0.009405203,0.009343283,0.010501794,0.006593981,0.010851982,3.85E-07,78.9659283,0.077166767,2.60E-06,100,0,0.123102332,
20.18,0.016528631,0.016535291,0.022184265,0.028566774,0.015590732,0.019997799,0.008032351,0.007969966,0.008954072,0.005575286,0.009756731,3.33E-07,79.0189351,0.077224286,3.67E-07,100,0,0.123220118,
20.19,0.013462522,0.013472283,0.018224704,0.023139057,0.012873271,0.016539661,0.0066275,0.006568054,0.007375872,0.004555125,0.008466326,2.72E-07,78.6243949,0.077291294,1.33E-06,100,0,0.123337903,
20.2,0.010407127,0.010417204,0.014207835,0.01778793,0.010088616,0.012982923,0.005190095,0.005137192,0.005766695,0.003532904,0.00696444,2.16E-07,78.0291105,0.07737132,2.48E-06,100,0,0.123455689,
20.21,0.00801633,0.008025497,0.011035071,0.013624914,0.00787817,0.010154341,0.004049798,0.004003477,0.004491986,0.002730452,0.005700241,1.70E-07,77.6289324,0.07745441,2.69E-06,100,0,0.123573475,
20.22,0.005801769,0.005808985,0.008051857,0.009805435,0.005780447,0.00746198,0.002969127,0.002931406,0.003287595,0.001983089,0.004376559,1.26E-07,77.690206,0.077538822,2.49E-06,100,0,0.123691261,
20.23,0.003593593,0.00359815,0.005027248,0.006039035,0.003629764,0.004692636,0.001862968,0.001836901,0.002059199,0.001232836,0.002870435,7.84E-08,78.1570454,0.077628742,2.42E-06,100,0,0.123809047,
20.24,0.001393895,0.001395591,0.001965282,0.002329089,0.001427324,0.001847933,0.000731997,0.000720796,0.000807689,0.000480032,0.001176457,3.11E-08,78.6840667,0.077721059,2.45E-06,100,0,0.123926833,
20.25,0.000100685,0.000100796,0.000143048,0.000167275,0.00010452,0.000135509,5.36E-05,5.27E-05,5.90E-05,3.48E-05,8.96E-05,2.30E-09,78.8779608,0.077816273,2.10E-06,100,0,0.124044619,
20.26,0,0,0,0,0,0,0,0,0,0,0,0,78.5773991,0.077915751,1.43E-06,100,0,0.124162405,
20.27,0,0,0,0,0,0,0,0,0,0,0,0,77.9723294,0.078013311,5.60E-07,100,0,0.124280191,
20.28,0,0,0,0,0,0,0,0,0,0,0,0,77.4768708,0.078110576,1.47E-07,100,0,0.124397977,
20.29,0,0,0,0,0,0,0,0,0,0,0,0,77.4400208,0.078201264,3.90E-09,100,0,0.124515762,
20.3,0,0,0,0,0,0,0,0,0,0,0,0,77.897597,0.078282403,1.56E-07,100,0,0.124633548,
20.31,0,0,0,0,0,0,0,0,0,0,0,0,78.5442253,0.078373021,1.01E-07,100,0,0.124751334,
20.32,0,0,0,0,0,0,0,0,0,0,0,0,78.9472455,0.078464885,1.15E-07,100,0,0.12486912,
20.33,0,0,0,0,0,0,0,0,0,0,0,0,78.8525156,0.078585869,1.68E-07,100,0,0.124986906,
20.34,0,0,0,0,0,0,0,0,0,0,0,0,78.3644233,0.07872583,9.26E-08,100,0,0.125104692,
20.35,0.000797926,0.000794721,0.001210879,0.001250067,0.000947378,0.00124174,0.000481721,0.000466681,0.000520441,0.00028866,0.000996924,2.30E-08,77.8720804,0.078872281,8.79E-09,100,0,0.125222478,
20.36,0.001894467,0.001885201,0.002890609,0.00295034,0.002278848,0.002989187,0.001157896,0.001119907,0.001248273,0.000688744,0.002393513,5.65E-08,77.7734854,0.079024901,9.86E-08,100,0,0.125340264,
20.37,0.003171438,0.003152972,0.004864397,0.00490969,0.003864686,0.005072878,0.001962243,0.001894703,0.002110681,0.001158721,0.004034124,9.95E-08,78.1931787,0.079173603,2.24E-08,100,0,0.12545805,
20.38,0.004807882,0.004775148,0.007411478,0.007398883,0.005934775,0.007795056,0.003011098,0.002902543,0.0032313,0.001765282,0.006130882,1.56E-07,78.8887605,0.079320263,1.75E-07,100,0,0.125575836,
20.39,0.006438036,0.006387479,0.009972028,0.009848663,0.008049137,0.010578138,0.004080944,0.003927067,0.004368896,0.002375578,0.008196066,2.19E-07,79.4176534,0.079469718,7.78E-07,100,0,0.125693621,
20.4,0.00806207,0.007989876,0.012544556,0.012259687,0.010207941,0.013421854,0.005171887,0.004968206,0.005523233,0.002989733,0.010206288,2.87E-07,79.4471594,0.079618614,1.40E-06,100,0,0.125811407,
20.41,0.009721795,0.009623492,0.015192674,0.014695603,0.012464746,0.016396128,0.006311045,0.006051781,0.006722714,0.003623308,0.012193104,3.61E-07,78.9899191,0.079784518,1.62E-06,100,0,0.125929193,
20.42,0.011571333,0.011440401,0.018157527,0.017387537,0.015021725,0.019766608,0.007600544,0.007275249,0.008074763,0.004333927,0.014327483,4.48E-07,78.396359,0.079957185,1.39E-06,100,0,0.126046979,
20.43,0.01341404,0.01324538,0.021130789,0.020036724,0.017629409,0.023204502,0.008914169,0.008517156,0.009444481,0.00504898,0.016344244,5.41E-07,78.111144,0.080164255,9.82E-07,100,0,0.126164765,
20.44,0.015250144,0.015038428,0.024110684,0.02264399,0.020287738,0.026708993,0.010251964,0.009777336,0.01083141,0.005768573,0.018231255,6.47E-07,78.3670103,0.080388654,6.01E-07,100,0,0.126282551,
20.45,0.017075925,0.016815641,0.027089165,0.025204326,0.022991256,0.03027211,0.011611257,0.011053048,0.012232211,0.006491284,0.01997577,7.52E-07,79.0275677,0.080626245,5.03E-07,100,0,0.126400337,
20.46,0.018621363,0.018311277,0.029634282,0.027322104,0.025371335,0.033407623,0.012806064,0.012167404,0.013451009,0.007113911,0.02126505,8.59E-07,79.6852877,0.080868565,5.21E-07,100,0,0.126518123,
20.47,0.020161925,0.019796822,0.032179692,0.029406786,0.027793885,0.036596517,0.014021404,0.013296665,0.014682765,0.007740626,0.022428428,9.73E-07,79.9445847,0.081109425,3.40E-07,100,0,0.126635909,
20.48,0.02169588,0.021270404,0.034720778,0.031456228,0.030255851,0.039833955,0.015255832,0.01443932,0.015925447,0.008370721,0.023466292,1.10E-06,79.6938053,0.081350249,6.18E-08,100,0,0.126753695,
20.49,0.023227397,0.022735954,0.037262331,0.033476907,0.032762322,0.043125806,0.016512028,0.015597721,0.017181311,0.009005733,0.024387294,1.23E-06,79.1747104,0.081593082,3.70E-07,100,0,0.12687148,
20.5,0.024029567,0.023483083,0.038634654,0.034428212,0.03427647,0.045107017,0.017267454,0.016279123,0.017906814,0.009361491,0.024455851,1.34E-06,78.8072078,0.081838305,8.39E-07,100,0,0.126989266,
20.51,0.024671078,0.024069905,0.039744572,0.035138544,0.035582686,0.046809794,0.017918129,0.016858876,0.018516943,0.009657068,0.024309792,1.43E-06,78.8949443,0.082083433,7.17E-07,100,0,0.127107052,
20.52,0.025311481,0.024652557,0.040847138,0.035837934,0.036905264,0.048528911,0.018577242,0.017443858,0.019129436,0.009954479,0.024123384,1.53E-06,79.4209837,0.082321628,3.58E-07,100,0,0.127224838,
20.53,0.025950913,0.025231107,0.04194175,0.036526702,0.038243807,0.050263308,0.019244684,0.018033876,0.01974386,0.01025369,0.023902816,1.64E-06,80.0683062,0.082573581,3.00E-08,100,0,0.127342624,
20.54,0.025871482,0.025108894,0.041866623,0.036200882,0.038529175,0.050608413,0.019382501,0.018125848,0.01980924,0.010268947,0.023014247,1.70E-06,80.4452547,0.082833122,7.00E-08,100,0,0.12746041,
20.55,0.025337724,0.024545957,0.041045742,0.035246164,0.038125319,0.050044217,0.019174332,0.017894215,0.019519018,0.010102017,0.021756628,1.75E-06,80.3556612,0.083107334,1.53E-07,100,0,0.127578196,
20.56,0.024806911,0.023986856,0.040218286,0.034305707,0.037705658,0.049455813,0.018959196,0.017656686,0.019221654,0.009934057,0.020553201,1.78E-06,79.9307201,0.083397006,2.36E-07,100,0,0.127695982,
20.57,0.024280877,0.023433504,0.03938797,0.033381953,0.037273045,0.048847154,0.018738556,0.017414715,0.018918732,0.009765778,0.019406079,1.82E-06,79.5338986,0.083698093,1.08E-06,100,0,0.127813768,
20.58,0.023472342,0.022609228,0.038089593,0.032082173,0.036382647,0.047636112,0.018288659,0.016960859,0.018384986,0.009480711,0.018093091,1.83E-06,79.5085939,0.084010729,2.07E-06,100,0,0.127931554,
20.59,0.022221733,0.02136235,0.03606489,0.0301963,0.034772386,0.045481929,0.017477787,0.016174594,0.017491479,0.009012512,0.016518255,1.81E-06,79.72600645,0.084342732,2.23E-06,100,0,0.128049339,
20.6,0.020974105,0.020122449,0.034036616,0.028335569,0.033125381,0.043280346,0.016649448,0.015375292,0.016586292,0.008540923,0.015034743,1.78E-06,79.943419,0.084699455,1.51E-06,100,0,0.128167125,
20.61,0.019733119,0.018893173,0.032012212,0.026504603,0.031448094,0.041040506,0.015806797,0.014565998,0.015672991,0.008067504,0.013641442,1.75E-06,80.6167879,0.085063783,7.71E-07,100,0,0.128284911,
20.62,0.018525492,0.017700127,0.030036436,0.024738719,0.029784311,0.038820229,0.014971734,0.013766935,0.01477365,0.007603308,0.012352001,1.71E-06,81.1538043,0.085436563,2.59E-07,100,0,0.128402697,
20.63,0.017504576,0.016689457,0.028359031,0.023240509,0.02838476,0.036946315,0.014270173,0.013093646,0.014012028,0.007211744,0.011258889,1.69E-06,81.282437,0.08581203,8.19E-08,100,0,0.128520483,
20.64,0.016487247,0.015685901,0.026684106,0.021763743,0.026958252,0.035039434,0.013555647,0.012411249,0.013243296,0.006817992,0.010231978,1.66E-06,81.0139529,0.086184246,1.98E-10,100,0,0.128638269,
20.65,0.015471401,0.014687553,0.025009438,0.020305427,0.025502126,0.033096744,0.012826701,0.011718513,0.012466443,0.00642128,0.009266515,1.62E-06,80.6243312,0.086560125,2.66E-07,100,0,0.128756055,
20.66,0.014460718,0.013697955,0.023342093,0.018870113,0.024023176,0.03112775,0.012086638,0.011018545,0.011685097,0.006023197,0.008361281,1.59E-06,80.4561525,0.086938055,5.93E-07,100,0,0.128873841,
20.67,0.014241353,0.013460213,0.022950567,0.018477736,0.023838853,0.03083742,0.011998262,0.010914362,0.011536355,0.00595182,0.007951109,1.63E-06,80.6856098,0.087318624,7.69E-07,100,0,0.128991627,
20.68,0.014126274,0.013321453,0.022723312,0.018224019,0.02382014,0.030759434,0.011993941,0.010886889,0.011467803,0.005922994,0.007617861,1.69E-06,81.214581,0.087715334,3.74E-07,100,0,0.129109413,
20.69,0.014012289,0.013183962,0.022493907,0.017974237,0.023795501,0.030671592,0.011987394,0.010857483,0.011396173,0.005893813,0.007301145,1.75E-06,81.7526295,0.088116085,2.59E-08,100,0,0.129227198,
20.7,0.013901301,0.013049522,0.02226558,0.017730753,0.023768139,0.030578109,0.011980236,0.01082764,0.011323058,0.005865085,0.007001121,1.81E-06,82.0192418,0.088544907,2.24E-07,100,0,0.129344984,
20.71,0.014233187,0.013330093,0.022741991,0.018051654,0.024495893,0.031452352,0.012354539,0.011141971,0.011606622,0.006022088,0.006930274,1.94E-06,81.9267727,0.088977311,2.27E-07,100,0,0.12946277,
20.72,0.014853155,0.013878132,0.023670868,0.018732082,0.025724802,0.032962967,0.012982968,0.011683678,0.012121672,0.006300923,0.006994024,2.12E-06,81.6290553,0.08939611,1.21E-07,100,0,0.129580556,
20.73,0.01547278,0.014422897,0.024589413,0.019404119,0.026960325,0.034473248,0.013616485,0.012227689,0.012633172,0.006580354,0.007048536,2.31E-06,81.4119561,0.089816519,9.35E-09,100,0,0.129698342,
20.74,0.016092184,0.014964502,0.025497404,0.020068038,0.028201697,0.035981968,0.014254861,0.0127738,0.013140729,0.006860342,0.007094676,2.50E-06,81.5014932,0.090234017,8.64E-09,100,0,0.129816128,
20.75,0.016681725,0.015475436,0.026347384,0.020687069,0.029395413,0.03742067,0.014871223,0.013297994,0.013619814,0.007128403,0.007120784,2.71E-06,81.9163238,0.090651131,6.33E-09,100,0,0.129933914,
20.76,0.017204433,0.015921733,0.027081059,0.021216288,0.030473845,0.038703614,0.015431467,0.013770001,0.014040102,0.007368916,0.007113805,2.92E-06,82.460772,0.09108937,7.79E-10,100,0,0.1300517,
20.77,0.017727562,0.016365892,0.027805109,0.02173979,0.031554508,0.039980691,0.015995,0.014243108,0.014455677,0.007609885,0.007103239,3.15E-06,82.8588008,0.091530544,6.24E-08,100,0,0.130169486,
20.78,0.018251229,0.016808029,0.028519443,0.022257809,0.032636705,0.041250883,0.016561602,0.014717156,0.014866276,0.007851273,0.007089534,3.38E-06,82.9374479,0.091998417,1.28E-07,100,0,0.130287272,
20.79,0.018775549,0.017248241,0.029223994,0.02277054,0.033719731,0.042513182,0.017131046,0.015191959,0.015271598,0.008093063,0.007073081,3.64E-06,82.7381008,0.092472061,2.08E-07,100,0,0.130405057,
20.8,0.018463023,0.016918921,0.02862146,0.022268375,0.033294179,0.041869723,0.016935387,0.014987939,0.014989951,0.007971527,0.006746372,3.74E-06,82.4834537,0.092952251,2.47E-07,100,0,0.130522843,
20.81,0.01814834,0.01658892,0.028015307,0.021768772,0.032851146,0.041205123,0.016731516,0.014777744,0.014702873,0.007847756,0.00643461,3.84E-06,82.4237969,0.09343465,2.74E-07,100,0,0.130640629,
20.82,0.017837109,0.016263412,0.027414575,0.021278404,0.032401129,0.040532868,0.016524717,0.014566051,0.014415223,0.007724225,0.006138948,3.94E-06,82.6706851,0.093893377,4.89E-07,100,0,0.130758415,
20.83,0.017527387,0.015940618,0.026816584,0.020794853,0.031940976,0.039849326,0.016313318,0.014351444,0.014125716,0.007600144,0.005857823,4.04E-06,83.1283933,0.094338736,8.14E-07,100,0,0.130876201,
20.84,0.01663528,0.015090927,0.025332168,0.019628933,0.030403411,0.037826778,0.015551414,0.013654611,0.013365964,0.007222685,0.005401374,4.00E-06,83.5652388,0.094782269,1.72E-06,100,0,0.130993987,
